College Code,College Name,Branch Code,Approved Intake,Year Started,NBA,Accreditation Valid Upto
3841,Village Thayanoor Village Kuttappatti Srirangam Taluk CARE College of Engineering Formerly C.A.R.E Group of Institutions Thayanoor,EC,60,2010,No,-
3841,Village Thayanoor Village Kuttappatti Srirangam Taluk CARE College of Engineering Formerly C.A.R.E Group of Institutions Thayanoor,CS,120,2011,No,-
3843,M R K Institute of Technology Nattarmangalam Village Kattumannarkoil,CE,30,2009,No,-
3843,M R K Institute of Technology Nattarmangalam Village Kattumannarkoil,CS,90,2009,No,-
3843,M R K Institute of Technology Nattarmangalam Village Kattumannarkoil,EC,90,2009,No,-
3843,M R K Institute of Technology Nattarmangalam Village Kattumannarkoil,EE,60,2010,No,-
3843,M R K Institute of Technology Nattarmangalam Village Kattumannarkoil,ME,60,2009,No,-
3843,M R K Institute of Technology Nattarmangalam Village Kattumannarkoil,IT,60,2023,No,-
3844,Shivani Engineering College Trichy-Dindigul NH Road Poolangulathupatti,CS,60,2010,No,-
3844,Shivani Engineering College Trichy-Dindigul NH Road Poolangulathupatti,BM,60,2020,No,-
3844,Shivani Engineering College Trichy-Dindigul NH Road Poolangulathupatti,AD,60,2021,No,-
3844,Shivani Engineering College Trichy-Dindigul NH Road Poolangulathupatti,EE,30,2009,No,-
3844,Shivani Engineering College Trichy-Dindigul NH Road Poolangulathupatti,ME,60,2009,No,-
3844,Shivani Engineering College Trichy-Dindigul NH Road Poolangulathupatti,SC,30,2022,No,-
3844,Shivani Engineering College Trichy-Dindigul NH Road Poolangulathupatti,EC,60,2023,No,-
3845,Imayam College of Engineering Kannanur Thuraiyur,AD,60,2023,No,-
3845,Imayam College of Engineering Kannanur Thuraiyur,AM,30,2023,No,-
3845,Imayam College of Engineering Kannanur Thuraiyur,SC,30,2023,No,-
3845,Imayam College of Engineering Kannanur Thuraiyur,CS,60,2009,No,-
3845,Imayam College of Engineering Kannanur Thuraiyur,EC,60,2009,No,-
3845,Imayam College of Engineering Kannanur Thuraiyur,EE,30,2011,No,-
3845,Imayam College of Engineering Kannanur Thuraiyur,ME,60,2009,No,-
3846,Mother Terasa College of Engineering and Technology Mettusalai Post and Taluk,AD,60,2022,No,-
3846,Mother Terasa College of Engineering and Technology Mettusalai Post and Taluk,CB,60,2022,No,-
3846,Mother Terasa College of Engineering and Technology Mettusalai Post and Taluk,CE,60,2009,No,-
3846,Mother Terasa College of Engineering and Technology Mettusalai Post and Taluk,CS,60,2012,No,-
3846,Mother Terasa College of Engineering and Technology Mettusalai Post and Taluk,EC,30,2009,No,-
3846,Mother Terasa College of Engineering and Technology Mettusalai Post and Taluk,EE,60,2009,No,-
3846,Mother Terasa College of Engineering and Technology Mettusalai Post and Taluk,ME,60,2009,No,-
3846,Mother Terasa College of Engineering and Technology Mettusalai Post and Taluk,RM,30,2022,No,-
3849,Annai College of Engineering and Technology Anakudi Road Kovilacheri,CE,120,2009,No,-
3849,Annai College of Engineering and Technology Anakudi Road Kovilacheri,ME,120,2009,No,-
3849,Annai College of Engineering and Technology Anakudi Road Kovilacheri,EC,120,2009,No,-
3849,Annai College of Engineering and Technology Anakudi Road Kovilacheri,IT,60,2009,No,-
3849,Annai College of Engineering and Technology Anakudi Road Kovilacheri,EE,60,2010,No,-
3849,Annai College of Engineering and Technology Anakudi Road Kovilacheri,CS,60,2014,No,-
3850,VetriVinayaha College of Engineering and Technology Namakkal-Trichy Main,CS,60,2009,No,-
3850,VetriVinayaha College of Engineering and Technology Namakkal-Trichy Main,EC,30,2009,No,-
3850,VetriVinayaha College of Engineering and Technology Namakkal-Trichy Main,EE,30,2010,No,-
3850,VetriVinayaha College of Engineering and Technology Namakkal-Trichy Main,ME,30,2009,No,-
3850,VetriVinayaha College of Engineering and Technology Namakkal-Trichy Main,AD,60,2021,No,-
3850,VetriVinayaha College of Engineering and Technology Namakkal-Trichy Main,IT,30,2023,No,-
3852,Sri Bharathi Engineering College for Women Kaikkuruchi Village Alangudi Taluk,CE,60,2009,No,-
3852,Sri Bharathi Engineering College for Women Kaikkuruchi Village Alangudi Taluk,CS,60,2009,No,-
3852,Sri Bharathi Engineering College for Women Kaikkuruchi Village Alangudi Taluk,EE,30,2009,No,-
3852,Sri Bharathi Engineering College for Women Kaikkuruchi Village Alangudi Taluk,EC,60,2009,No,-
3852,Sri Bharathi Engineering College for Women Kaikkuruchi Village Alangudi Taluk,IT,60,2023,No,-
3854,Mahath Amma Institute of Engineering and Technology MIET Ariyur Annavasal,CS,60,2010,No,-
3854,Mahath Amma Institute of Engineering and Technology MIET Ariyur Annavasal,EE,60,2009,No,-
3854,Mahath Amma Institute of Engineering and Technology MIET Ariyur Annavasal,ME,60,2009,No,-
3854,Mahath Amma Institute of Engineering and Technology MIET Ariyur Annavasal,AG,60,2023,No,-
3854,Mahath Amma Institute of Engineering and Technology MIET Ariyur Annavasal,IT,30,2023,No,-
3854,Mahath Amma Institute of Engineering and Technology MIET Ariyur Annavasal,AD,30,2023,No,-
3854,Mahath Amma Institute of Engineering and Technology MIET Ariyur Annavasal,CE,30,2009,No,-
3854,Mahath Amma Institute of Engineering and Technology MIET Ariyur Annavasal,SC,30,2025,No,-
3855,As-Salam College of Engineering and Technology Thirumangalakudi Aduthurai,AD,30,2023,No,-
3855,As-Salam College of Engineering and Technology Thirumangalakudi Aduthurai,CE,30,2009,No,-
3855,As-Salam College of Engineering and Technology Thirumangalakudi Aduthurai,ME,60,2009,No,-
3855,As-Salam College of Engineering and Technology Thirumangalakudi Aduthurai,CS,60,2009,No,-
3855,As-Salam College of Engineering and Technology Thirumangalakudi Aduthurai,EE,60,2011,No,-
3855,As-Salam College of Engineering and Technology Thirumangalakudi Aduthurai,EC,60,2009,No,-
3855,As-Salam College of Engineering and Technology Thirumangalakudi Aduthurai,IT,30,2023,No,-
3855,As-Salam College of Engineering and Technology Thirumangalakudi Aduthurai,CY,30,2023,No,-
3857,Meenakshi Ramaswamy Engineering College Trichy Main Road Thathanur,CE,30,2010,No,-
3857,Meenakshi Ramaswamy Engineering College Trichy Main Road Thathanur,ME,90,2009,No,-
3857,Meenakshi Ramaswamy Engineering College Trichy Main Road Thathanur,CS,60,2009,No,-
3857,Meenakshi Ramaswamy Engineering College Trichy Main Road Thathanur,EE,60,2009,No,-
3857,Meenakshi Ramaswamy Engineering College Trichy Main Road Thathanur,EC,30,2009,No,-
3857,Meenakshi Ramaswamy Engineering College Trichy Main Road Thathanur,AM,30,2023,No,-
3857,Meenakshi Ramaswamy Engineering College Trichy Main Road Thathanur,BM,30,2023,No,-
3857,Meenakshi Ramaswamy Engineering College Trichy Main Road Thathanur,AG,30,2023,No,-
3859,Sembodai Rukmani Varadharajan Engineering College Sembodhai Village,CE,15,2011,No,-
3859,Sembodai Rukmani Varadharajan Engineering College Sembodhai Village,CS,30,2009,No,-
3859,Sembodai Rukmani Varadharajan Engineering College Sembodhai Village,EC,15,2009,No,-
3859,Sembodai Rukmani Varadharajan Engineering College Sembodhai Village,EE,30,2009,No,-
3859,Sembodai Rukmani Varadharajan Engineering College Sembodhai Village,ME,60,2009,No,-
3860,St. Anne's College of Engineering and Technology Anguchettypalayam Siruvathur,CS,60,2009,No,-
3860,St. Anne's College of Engineering and Technology Anguchettypalayam Siruvathur,EC,60,2009,No,-
3860,St. Anne's College of Engineering and Technology Anguchettypalayam Siruvathur,EE,60,2009,No,-
3860,St. Anne's College of Engineering and Technology Anguchettypalayam Siruvathur,ME,60,2009,No,-
3860,St. Anne's College of Engineering and Technology Anguchettypalayam Siruvathur,AM,60,2025,No,-
3905,Kings College of Engineering Punalkulam,AD,30,2023,No,-
3905,Kings College of Engineering Punalkulam,CS,120,2001,No,-
3905,Kings College of Engineering Punalkulam,EE,60,2001,No,-
3905,Kings College of Engineering Punalkulam,EC,90,2001,No,-
3905,Kings College of Engineering Punalkulam,CE,60,2010,No,-
3905,Kings College of Engineering Punalkulam,ME,60,2006,No,-
3908,Mount Zion College of Engineering and Technology Pilivalam Post Pudukkottai,AD,30,2023,No,-
3908,Mount Zion College of Engineering and Technology Pilivalam Post Pudukkottai,CS,120,2001,No,-
3908,Mount Zion College of Engineering and Technology Pilivalam Post Pudukkottai,EC,60,2001,No,-
3908,Mount Zion College of Engineering and Technology Pilivalam Post Pudukkottai,EE,60,2005,No,-
3908,Mount Zion College of Engineering and Technology Pilivalam Post Pudukkottai,IT,30,2023,No,-
3908,Mount Zion College of Engineering and Technology Pilivalam Post Pudukkottai,CE,30,2009,No,-
3908,Mount Zion College of Engineering and Technology Pilivalam Post Pudukkottai,ME,30,2008,No,-
3918,Shanmuganathan Engineering College Pillivalam Post,AM,30,2023,No,-
3918,Shanmuganathan Engineering College Pillivalam Post,CS,60,2001,No,-
3918,Shanmuganathan Engineering College Pillivalam Post,CE,30,2012,No,-
3918,Shanmuganathan Engineering College Pillivalam Post,ME,30,2005,No,-
3918,Shanmuganathan Engineering College Pillivalam Post,EC,60,2001,No,-
3918,Shanmuganathan Engineering College Pillivalam Post,EE,30,2001,No,-
3918,Shanmuganathan Engineering College Pillivalam Post,SC,30,2023,No,-
3920,Sudharsan Engineering College Sathiyamangalam Post,AD,60,2020,No,-
3920,Sudharsan Engineering College Sathiyamangalam Post,CE,30,2005,No,-
3920,Sudharsan Engineering College Sathiyamangalam Post,CS,60,2000,No,-
3920,Sudharsan Engineering College Sathiyamangalam Post,AM,60,2023,No,-
3920,Sudharsan Engineering College Sathiyamangalam Post,EC,30,2000,No,-
3920,Sudharsan Engineering College Sathiyamangalam Post,EE,30,2000,No,-
3920,Sudharsan Engineering College Sathiyamangalam Post,ME,30,2000,No,-
3923,M N S K College of Engineering Vallathirakkottai Post,AD,30,2023,No,-
3923,M N S K College of Engineering Vallathirakkottai Post,AG,30,2023,No,-
3923,M N S K College of Engineering Vallathirakkottai Post,CE,30,2010,No,-
3923,M N S K College of Engineering Vallathirakkottai Post,EC,30,2002,No,-
3923,M N S K College of Engineering Vallathirakkottai Post,ME,60,2002,No,-
3923,M N S K College of Engineering Vallathirakkottai Post,CS,60,2007,No,-
3923,M N S K College of Engineering Vallathirakkottai Post,EE,30,2002,No,-
3926,"Post, Pudukkottai - 622 507",CE,30,2010,No,-
3926,"Post, Pudukkottai - 622 507",EC,60,2008,No,-
3926,"Post, Pudukkottai - 622 507",EE,60,2008,No,-
3926,"Post, Pudukkottai - 622 507",ME,60,2009,No,-
3926,"Post, Pudukkottai - 622 507",AD,60,2023,No,-
3926,"Post, Pudukkottai - 622 507",CS,90,2008,No,-
4020,Anna University Regional Campus - Tirunelveli Trivandrum Road Palayamkottai,CS,60,2018,No,-
4020,Anna University Regional Campus - Tirunelveli Trivandrum Road Palayamkottai,EC,60,2018,No,-
4020,Anna University Regional Campus - Tirunelveli Trivandrum Road Palayamkottai,GI,60,2018,No,-
4020,Anna University Regional Campus - Tirunelveli Trivandrum Road Palayamkottai,ME,60,2018,No,-
4023,University College of Engineering Nagercoil Nagercoil Industrial Estate Konam,CE,60,2009,No,-
4023,University College of Engineering Nagercoil Nagercoil Industrial Estate Konam,ME,60,2009,No,-
4023,University College of Engineering Nagercoil Nagercoil Industrial Estate Konam,CS,120,2009,No,-
4023,University College of Engineering Nagercoil Nagercoil Industrial Estate Konam,EC,60,2009,No,-
4023,University College of Engineering Nagercoil Nagercoil Industrial Estate Konam,EE,60,2015,No,-
4023,University College of Engineering Nagercoil Nagercoil Industrial Estate Konam,IT,60,2014,No,-
4023,University College of Engineering Nagercoil Nagercoil Industrial Estate Konam,XC,30,2010,No,-
4023,University College of Engineering Nagercoil Nagercoil Industrial Estate Konam,XM,30,2010,No,-
4024,University V.O.C. College of Engineering Thoothukudi Near V.O.C. College,CE,60,2009,No,-
4024,University V.O.C. College of Engineering Thoothukudi Near V.O.C. College,EC,60,2009,No,-
4024,University V.O.C. College of Engineering Thoothukudi Near V.O.C. College,EE,60,2009,No,-
4024,University V.O.C. College of Engineering Thoothukudi Near V.O.C. College,ME,60,2009,No,-
4024,University V.O.C. College of Engineering Thoothukudi Near V.O.C. College,XC,30,2010,No,-
4024,University V.O.C. College of Engineering Thoothukudi Near V.O.C. College,XM,30,2010,No,-
4670,Rohini College of Engineering & Technology Anjugramam-Kanyakumari Main,AG,60,2021,No,-
4670,Rohini College of Engineering & Technology Anjugramam-Kanyakumari Main,BM,60,2022,No,-
4670,Rohini College of Engineering & Technology Anjugramam-Kanyakumari Main,CE,60,2012,No,-
4670,Rohini College of Engineering & Technology Anjugramam-Kanyakumari Main,CS,120,2012,No,-
4670,Rohini College of Engineering & Technology Anjugramam-Kanyakumari Main,EC,60,2012,No,-
4670,Rohini College of Engineering & Technology Anjugramam-Kanyakumari Main,EE,60,2012,No,-
4670,Rohini College of Engineering & Technology Anjugramam-Kanyakumari Main,ME,60,2012,No,-
4670,Rohini College of Engineering & Technology Anjugramam-Kanyakumari Main,AD,60,2025,No,-
4672,Stella Mary's College of Engineering ArunthenganVilai Azhikal Post Kanyakumari,AD,60,2023,No,-
4672,Stella Mary's College of Engineering ArunthenganVilai Azhikal Post Kanyakumari,CE,60,2014,No,-
4672,Stella Mary's College of Engineering ArunthenganVilai Azhikal Post Kanyakumari,CS,120,2012,Yes,2025
4672,Stella Mary's College of Engineering ArunthenganVilai Azhikal Post Kanyakumari,EC,60,2012,No,-
4672,Stella Mary's College of Engineering ArunthenganVilai Azhikal Post Kanyakumari,EE,60,2012,No,-
4672,Stella Mary's College of Engineering ArunthenganVilai Azhikal Post Kanyakumari,ME,60,2012,Yes,2025
4675,Universal College of Engineering and Technology Anbagam Campus Radhapuram,CE,30,2011,No,-
4675,Universal College of Engineering and Technology Anbagam Campus Radhapuram,CS,60,2011,No,-
4675,Universal College of Engineering and Technology Anbagam Campus Radhapuram,EE,60,2011,No,-
4675,Universal College of Engineering and Technology Anbagam Campus Radhapuram,EC,60,2011,No,-
4675,Universal College of Engineering and Technology Anbagam Campus Radhapuram,ME,60,2011,No,-
4675,Universal College of Engineering and Technology Anbagam Campus Radhapuram,CB,30,2023,No,-
4676,RenganayagiVaratharaj College of Engineering Salvarpatti Sivakasi Virudhunagar,AD,60,2023,No,-
4676,RenganayagiVaratharaj College of Engineering Salvarpatti Sivakasi Virudhunagar,CS,120,2011,No,-
4676,RenganayagiVaratharaj College of Engineering Salvarpatti Sivakasi Virudhunagar,EE,30,2011,No,-
4676,RenganayagiVaratharaj College of Engineering Salvarpatti Sivakasi Virudhunagar,EC,60,2011,No,-
4676,RenganayagiVaratharaj College of Engineering Salvarpatti Sivakasi Virudhunagar,ME,30,2011,No,-
4677,Lourdes Mount College of Engineering and Technology Marthandam-Karungal,CE,30,2013,No,-
4677,Lourdes Mount College of Engineering and Technology Marthandam-Karungal,ME,60,2013,No,-
4677,Lourdes Mount College of Engineering and Technology Marthandam-Karungal,CS,60,2013,No,-
4677,Lourdes Mount College of Engineering and Technology Marthandam-Karungal,EC,30,2013,No,-
4677,Lourdes Mount College of Engineering and Technology Marthandam-Karungal,EE,30,2013,No,-
4678,Ramco Institute of Technology North venganallur Village Krishnapuram,AD,120,2021,No,-
4678,Ramco Institute of Technology North venganallur Village Krishnapuram,CE,60,2013,No,-
4678,Ramco Institute of Technology North venganallur Village Krishnapuram,CS,120,2013,Yes,2024
4678,Ramco Institute of Technology North venganallur Village Krishnapuram,EE,60,2013,Yes,2024
4678,Ramco Institute of Technology North venganallur Village Krishnapuram,EC,120,2013,Yes,2024
4678,Ramco Institute of Technology North venganallur Village Krishnapuram,ME,60,2013,Yes,2024
4678,Ramco Institute of Technology North venganallur Village Krishnapuram,CB,60,2022,No,-
4678,Ramco Institute of Technology North venganallur Village Krishnapuram,IT,60,2022,No,-
4680,AAA College of Engineering and Technology Kamarajar Educational Road,CE,60,2013,No,-
4680,AAA College of Engineering and Technology Kamarajar Educational Road,CS,120,2013,Yes,2026
4680,AAA College of Engineering and Technology Kamarajar Educational Road,EE,60,2013,Yes,2026
4680,AAA College of Engineering and Technology Kamarajar Educational Road,EC,60,2013,Yes,2026
4680,AAA College of Engineering and Technology Kamarajar Educational Road,ME,60,2013,Yes,2026
4680,AAA College of Engineering and Technology Kamarajar Educational Road,AD,60,2023,No,-
4680,AAA College of Engineering and Technology Kamarajar Educational Road,SC,60,2023,No,-
4680,AAA College of Engineering and Technology Kamarajar Educational Road,IT,60,2023,No,-
4686,Good Shepherd College of Engineering and Technology Maruthamparai,CE,60,2018,No,-
4686,Good Shepherd College of Engineering and Technology Maruthamparai,CS,60,2018,No,-
4686,Good Shepherd College of Engineering and Technology Maruthamparai,EC,60,2018,No,-
4686,Good Shepherd College of Engineering and Technology Maruthamparai,ME,60,2018,No,-
4686,Good Shepherd College of Engineering and Technology Maruthamparai,AD,60,2023,No,-
4864,V V College of Engineering Arasoor Village Idaichivilai Post Santhakulam Taluk,CE,30,2011,No,-
4864,V V College of Engineering Arasoor Village Idaichivilai Post Santhakulam Taluk,CS,90,2010,No,-
4864,V V College of Engineering Arasoor Village Idaichivilai Post Santhakulam Taluk,EC,60,2010,No,-
4864,V V College of Engineering Arasoor Village Idaichivilai Post Santhakulam Taluk,EE,60,2010,No,-
4864,V V College of Engineering Arasoor Village Idaichivilai Post Santhakulam Taluk,ME,60,2010,No,-
4917,Sethu Institute of Technology Autonomous Kariapatti Post Virudhunagar,AD,60,2021,No,-
4917,Sethu Institute of Technology Autonomous Kariapatti Post Virudhunagar,AG,60,2016,No,-
4917,Sethu Institute of Technology Autonomous Kariapatti Post Virudhunagar,AM,60,2022,No,-
4917,Sethu Institute of Technology Autonomous Kariapatti Post Virudhunagar,BM,60,2016,No,-
4917,Sethu Institute of Technology Autonomous Kariapatti Post Virudhunagar,BT,60,2020,No,-
4917,Sethu Institute of Technology Autonomous Kariapatti Post Virudhunagar,CB,60,2020,No,-
4917,Sethu Institute of Technology Autonomous Kariapatti Post Virudhunagar,CD,60,2021,No,-
4917,Sethu Institute of Technology Autonomous Kariapatti Post Virudhunagar,CE,30,2007,No,-
4917,Sethu Institute of Technology Autonomous Kariapatti Post Virudhunagar,CH,30,2015,No,-
4917,Sethu Institute of Technology Autonomous Kariapatti Post Virudhunagar,CS,180,1995,Yes,2024
4917,Sethu Institute of Technology Autonomous Kariapatti Post Virudhunagar,EC,180,1997,Yes,2024
4917,Sethu Institute of Technology Autonomous Kariapatti Post Virudhunagar,EE,60,1998,Yes,2024
4917,Sethu Institute of Technology Autonomous Kariapatti Post Virudhunagar,IT,120,1999,Yes,2025
4917,Sethu Institute of Technology Autonomous Kariapatti Post Virudhunagar,ME,60,1995,Yes,2025
4917,Sethu Institute of Technology Autonomous Kariapatti Post Virudhunagar,CI,60,2023,No,-
4917,Sethu Institute of Technology Autonomous Kariapatti Post Virudhunagar,SC,60,2023,No,-
4927,Maria College of Engineering and Technology AttoorPuliyamoodu Junction,AU,30,2012,No,-
4927,Maria College of Engineering and Technology AttoorPuliyamoodu Junction,CE,60,2010,No,-
4927,Maria College of Engineering and Technology AttoorPuliyamoodu Junction,CS,60,2008,No,-
4927,Maria College of Engineering and Technology AttoorPuliyamoodu Junction,EE,30,2008,No,-
4927,Maria College of Engineering and Technology AttoorPuliyamoodu Junction,EC,30,2008,No,-
4927,Maria College of Engineering and Technology AttoorPuliyamoodu Junction,ME,120,2009,No,-
4927,Maria College of Engineering and Technology AttoorPuliyamoodu Junction,BM,30,2025,No,-
4928,MAR Ephraem College of Engineering & Technology Malankara Hills Elavuvillai,CE,60,2009,Yes,2025
4928,MAR Ephraem College of Engineering & Technology Malankara Hills Elavuvillai,CS,120,2009,Yes,2025
4928,MAR Ephraem College of Engineering & Technology Malankara Hills Elavuvillai,EC,60,2009,No,-
4928,MAR Ephraem College of Engineering & Technology Malankara Hills Elavuvillai,EE,60,2012,No,-
4928,MAR Ephraem College of Engineering & Technology Malankara Hills Elavuvillai,ME,120,2009,Yes,2025
4928,MAR Ephraem College of Engineering & Technology Malankara Hills Elavuvillai,AD,60,2022,No,-
4929,M E T Engineering College Mogals Garden Thovalai Village Aralvaimozhi Town,CS,90,2009,No,-
4929,M E T Engineering College Mogals Garden Thovalai Village Aralvaimozhi Town,CE,60,2010,No,-
4929,M E T Engineering College Mogals Garden Thovalai Village Aralvaimozhi Town,EC,60,2009,No,-
4929,M E T Engineering College Mogals Garden Thovalai Village Aralvaimozhi Town,EE,60,2009,No,-
4929,M E T Engineering College Mogals Garden Thovalai Village Aralvaimozhi Town,ME,60,2009,No,-
4929,M E T Engineering College Mogals Garden Thovalai Village Aralvaimozhi Town,AD,30,2023,No,-
4931,Grace College of Engineering Chandy Nagar Mullakkadu,AD,30,2022,No,-
4931,Grace College of Engineering Chandy Nagar Mullakkadu,CE,30,2010,No,-
4931,Grace College of Engineering Chandy Nagar Mullakkadu,CS,120,2009,No,-
4931,Grace College of Engineering Chandy Nagar Mullakkadu,EE,30,2009,No,-
4931,Grace College of Engineering Chandy Nagar Mullakkadu,EC,30,2009,No,-
4931,Grace College of Engineering Chandy Nagar Mullakkadu,ME,30,2009,No,-
4932,Immanuel Arasar J.J. College of Engineering Edavilagam Nattalam Marthandam,AE,30,2013,No,-
4932,Immanuel Arasar J.J. College of Engineering Edavilagam Nattalam Marthandam,CE,48,2010,No,-
4932,Immanuel Arasar J.J. College of Engineering Edavilagam Nattalam Marthandam,CS,48,2009,No,-
4932,Immanuel Arasar J.J. College of Engineering Edavilagam Nattalam Marthandam,EE,30,2009,No,-
4932,Immanuel Arasar J.J. College of Engineering Edavilagam Nattalam Marthandam,EC,30,2009,No,-
4932,Immanuel Arasar J.J. College of Engineering Edavilagam Nattalam Marthandam,ME,60,2010,No,-
4932,Immanuel Arasar J.J. College of Engineering Edavilagam Nattalam Marthandam,IT,30,2009,No,-
4932,Immanuel Arasar J.J. College of Engineering Edavilagam Nattalam Marthandam,RM,30,2023,No,-
4932,Immanuel Arasar J.J. College of Engineering Edavilagam Nattalam Marthandam,AD,30,2023,No,-
4933,St. Mother Theresa Engineering College Vagaikulam,CS,180,2011,No,-
4933,St. Mother Theresa Engineering College Vagaikulam,EC,60,2009,No,-
4933,St. Mother Theresa Engineering College Vagaikulam,EE,60,2009,No,-
4933,St. Mother Theresa Engineering College Vagaikulam,ME,60,2009,No,-
4934,Holy Cross Engineering College Vagaikulam Sri Mulakarai Srivaikuntam,BM,60,2021,No,-
4934,Holy Cross Engineering College Vagaikulam Sri Mulakarai Srivaikuntam,CS,60,2009,No,-
4934,Holy Cross Engineering College Vagaikulam Sri Mulakarai Srivaikuntam,EC,60,2009,No,-
4934,Holy Cross Engineering College Vagaikulam Sri Mulakarai Srivaikuntam,EE,60,2009,No,-
4934,Holy Cross Engineering College Vagaikulam Sri Mulakarai Srivaikuntam,ME,60,2009,No,-
4938,Sivaji College of Engineering and Technology ManivillaPalulai Panchayat,AG,60,2021,No,-
4938,Sivaji College of Engineering and Technology ManivillaPalulai Panchayat,AD,60,2023,No,-
4938,Sivaji College of Engineering and Technology ManivillaPalulai Panchayat,CE,60,2009,No,-
4938,Sivaji College of Engineering and Technology ManivillaPalulai Panchayat,CS,60,2009,No,-
4938,Sivaji College of Engineering and Technology ManivillaPalulai Panchayat,EE,30,2009,No,-
4938,Sivaji College of Engineering and Technology ManivillaPalulai Panchayat,ME,30,2010,No,-
4941,Unnamalai Institute of Technology Ayyaneri Kovilpatti,CS,60,2009,No,-
4941,Unnamalai Institute of Technology Ayyaneri Kovilpatti,EE,60,2009,No,-
4941,Unnamalai Institute of Technology Ayyaneri Kovilpatti,EC,60,2009,No,-
4941,Unnamalai Institute of Technology Ayyaneri Kovilpatti,ME,60,2009,No,-
4944,Arunachala College of Engineering for Women Thanka Gardens Manavilai,AD,120,2021,No,-
4944,Arunachala College of Engineering for Women Thanka Gardens Manavilai,CE,30,2009,No,-
4944,Arunachala College of Engineering for Women Thanka Gardens Manavilai,CS,120,2009,No,-
4944,Arunachala College of Engineering for Women Thanka Gardens Manavilai,EE,30,2009,No,-
4944,Arunachala College of Engineering for Women Thanka Gardens Manavilai,EC,120,2009,No,-
4944,Arunachala College of Engineering for Women Thanka Gardens Manavilai,IT,60,2022,No,-
4946,D M I Engineering College Aralvaimozhi Village Thovalai,AD,60,2022,No,-
4946,D M I Engineering College Aralvaimozhi Village Thovalai,CS,90,2009,No,-
4946,D M I Engineering College Aralvaimozhi Village Thovalai,CE,30,2009,No,-
4946,D M I Engineering College Aralvaimozhi Village Thovalai,EC,60,2009,No,-
4946,D M I Engineering College Aralvaimozhi Village Thovalai,EE,30,2010,No,-
4946,D M I Engineering College Aralvaimozhi Village Thovalai,IT,60,2023,No,-
4946,D M I Engineering College Aralvaimozhi Village Thovalai,ME,30,2009,No,-
4948,Rajas Institute of Technology Ozhuginasery Nagercoil,CS,60,2009,No,-
4948,Rajas Institute of Technology Ozhuginasery Nagercoil,EC,60,2009,No,-
4948,Rajas Institute of Technology Ozhuginasery Nagercoil,EE,30,2009,No,-
4948,Rajas Institute of Technology Ozhuginasery Nagercoil,CE,60,2011,No,-
4948,Rajas Institute of Technology Ozhuginasery Nagercoil,FT,60,2009,No,-
4948,Rajas Institute of Technology Ozhuginasery Nagercoil,CD,60,2023,No,-
4949,"PSN Institute of Technology and Science,Melathediyoor, Tirunelveli-627 152",EC,60,2009,No,-
4949,"PSN Institute of Technology and Science,Melathediyoor, Tirunelveli-627 152",EE,60,2009,No,-
4949,"PSN Institute of Technology and Science,Melathediyoor, Tirunelveli-627 152",ME,60,2009,No,-
4949,"PSN Institute of Technology and Science,Melathediyoor, Tirunelveli-627 152",CE,60,2009,No,-
4949,"PSN Institute of Technology and Science,Melathediyoor, Tirunelveli-627 152",IN,30,2010,No,-
4949,"PSN Institute of Technology and Science,Melathediyoor, Tirunelveli-627 152",MU,60,2011,No,-
4949,"PSN Institute of Technology and Science,Melathediyoor, Tirunelveli-627 152",CS,60,2012,No,-
4949,"PSN Institute of Technology and Science,Melathediyoor, Tirunelveli-627 152",MZ,60,2012,No,-
4952,C S I Institute of Technology Thovalai,CE,30,2005,No,-
4952,C S I Institute of Technology Thovalai,CS,120,1995,No,-
4952,C S I Institute of Technology Thovalai,EE,60,1995,No,-
4952,C S I Institute of Technology Thovalai,EC,60,1999,No,-
4952,C S I Institute of Technology Thovalai,ME,60,1995,No,-
4952,C S I Institute of Technology Thovalai,IT,60,2000,No,-
4952,C S I Institute of Technology Thovalai,AD,60,2023,No,-
4953,CAPE Institute of Technology Levingipuram,CE,30,2008,No,-
4953,CAPE Institute of Technology Levingipuram,AM,30,2023,No,-
4953,CAPE Institute of Technology Levingipuram,CS,120,2001,No,-
4953,CAPE Institute of Technology Levingipuram,EC,60,2001,No,-
4953,CAPE Institute of Technology Levingipuram,IT,30,2001,No,-
4953,CAPE Institute of Technology Levingipuram,EE,60,2005,No,-
4953,CAPE Institute of Technology Levingipuram,ME,120,2005,No,-
4954,Dr.SivanthiAditanar College of Engineering Tiruchendur,CE,30,2002,No,-
4954,Dr.SivanthiAditanar College of Engineering Tiruchendur,CS,60,1995,No,-
4954,Dr.SivanthiAditanar College of Engineering Tiruchendur,EE,30,1995,No,-
4954,Dr.SivanthiAditanar College of Engineering Tiruchendur,EC,30,1999,No,-
4954,Dr.SivanthiAditanar College of Engineering Tiruchendur,ME,30,1995,No,-
4954,Dr.SivanthiAditanar College of Engineering Tiruchendur,IT,60,2001,No,-
4954,Dr.SivanthiAditanar College of Engineering Tiruchendur,AD,30,2025,No,-
4955,Francis Xavier Engineering College Autonomous Vannarpettai Tirunelveli,AD,120,2021,No,-
4955,Francis Xavier Engineering College Autonomous Vannarpettai Tirunelveli,CS,180,2000,Yes,2025
4955,Francis Xavier Engineering College Autonomous Vannarpettai Tirunelveli,EC,120,2000,Yes,2025
