college_code,college_name,district,college_type,branch_code,branch_name,oc,bc,bcm,mbc,sc,sca,st,oc_partial,bc_partial,bcm_partial,mbc_partial,sc_partial,sca_partial,st_partial
2,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,CHENNAI,CEG DEPTS,TX,TEXTILE TECHNOLOGY,180.5,171.5,179,169,168.5,153.5,,0,0,0,0,0,0,0
3,School of Architecture and Planning  Anna University Chennai 600025,CHENNAI,CEG DEPTS,BP,B.Plan,187,180.5,180,179.5,178,151.5,156.5,0,0,0,0,0,0,0
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,CHENGALPET,CEG DEPTS,AE,AERONAUTICAL ENGINEERING,196.5,194.5,194,194.5,190,179,189,0,0,0,0,0,0,0
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,CHENGALPET,CEG DEPTS,AT,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE (SS),198.5,197.5,198,197.5,194.5,183,191.5,0,0,0,0,0,0,0
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,CHENGALPET,CEG DEPTS,AU,AUTOMOBILE ENGINEERING,193.5,191,189,190.5,184.5,176.5,174.5,0,0,0,0,0,0,0
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,CHENGALPET,CEG DEPTS,CM,COMPUTER SCIENCE AND ENGINEERING (SS),198.5,198,198,198,196,186.5,191.5,0,0,0,0,0,0,0
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,CHENGALPET,CEG DEPTS,CS,COMPUTER SCIENCE AND ENGINEERING,199.5,199,198.5,199,197,187.5,194.5,0,0,0,0,0,0,0
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,CHENGALPET,CEG DEPTS,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,198.5,198,198.5,198,194.5,193.5,,0,0,0,0,0,0,0
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,CHENGALPET,CEG DEPTS,EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,196.5,196,195,195,191,182.5,,0,0,0,0,0,0,0
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,CHENGALPET,CEG DEPTS,EM,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),198,197.5,196.5,197.5,194,184,193.5,0,0,0,0,0,0,0
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,CHENGALPET,CEG DEPTS,IM,INFORMATION TECHNOLOGY (SS),198,197.5,197,197.5,193.5,184,190,0,0,0,0,0,0,0
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,CHENGALPET,CEG DEPTS,PR,PRODUCTION ENGINEERING,190.5,187.5,188.5,185.5,182,173.5,173,0,0,0,0,0,0,0
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,CHENGALPET,CEG DEPTS,RA,ROBOTICS AND AUTOMATION (SS),196.5,195.5,196,195.5,190,187,,0,0,0,0,0,0,0
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,CHENGALPET,CEG DEPTS,RP,RUBBER AND PLASTIC TECHNOLOGY,183,179,180.5,176.5,174,148,,0,0,0,0,0,0,0
1516,Thanthai Periyar Government Institute of Technology  Bagayam  Vellore District 632002,VELLORE,GOVERNMENT ENGG COLLEGES,CE,CIVIL  ENGINEERING,169,155.5,157,162.5,152.089999999999,145.5,155.5,0,0,0,0,0,0,0
1516,Thanthai Periyar Government Institute of Technology  Bagayam  Vellore District 632002,VELLORE,GOVERNMENT ENGG COLLEGES,CS,COMPUTER SCIENCE AND ENGINEERING,190,185,184,185,169.5,166.5,,0,0,0,0,0,0,0
1516,Thanthai Periyar Government Institute of Technology  Bagayam  Vellore District 632002,VELLORE,GOVERNMENT ENGG COLLEGES,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,184,178,174,179,165,140,124,0,0,0,0,0,0,0
1516,Thanthai Periyar Government Institute of Technology  Bagayam  Vellore District 632002,VELLORE,GOVERNMENT ENGG COLLEGES,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,177,174,163.5,167,155,132,155,0,0,0,0,0,0,0
1516,Thanthai Periyar Government Institute of Technology  Bagayam  Vellore District 632002,VELLORE,GOVERNMENT ENGG COLLEGES,ME,MECHANICAL ENGINEERING,165.5,155,155.5,157,145,125,,0,0,0,0,0,0,0
1516,Thanthai Periyar Government Institute of Technology  Bagayam  Vellore District 632002,VELLORE,GOVERNMENT ENGG COLLEGES,RM,ROBOTICS AND AUTOMATION,177.5,167.5,163,170,155.5,147,124.5,0,0,0,0,0,0,0
2005,Government College of Technology (Autonomous)  Thadagam Road  Coimbatore District 641013,COIMBATORE,GOVERNMENT ENGG COLLEGES,AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),196,195,194.5,195,189,185,,0,0,0,0,0,0,0
2005,Government College of Technology (Autonomous)  Thadagam Road  Coimbatore District 641013,COIMBATORE,GOVERNMENT ENGG COLLEGES,CE,CIVIL  ENGINEERING,188,183,179.5,182,176,174,185,0,0,0,0,0,0,0
2005,Government College of Technology (Autonomous)  Thadagam Road  Coimbatore District 641013,COIMBATORE,GOVERNMENT ENGG COLLEGES,CS,COMPUTER SCIENCE AND ENGINEERING,197.5,196,195.5,196.5,192.5,193.5,187.5,0,0,0,0,0,0,0
2005,Government College of Technology (Autonomous)  Thadagam Road  Coimbatore District 641013,COIMBATORE,GOVERNMENT ENGG COLLEGES,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,197,196,195.5,195.5,188,183.5,187.5,0,0,0,0,0,0,0
2005,Government College of Technology (Autonomous)  Thadagam Road  Coimbatore District 641013,COIMBATORE,GOVERNMENT ENGG COLLEGES,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,195,193.5,192.5,192.5,186.5,179,194.5,0,0,0,0,0,0,0
2005,Government College of Technology (Autonomous)  Thadagam Road  Coimbatore District 641013,COIMBATORE,GOVERNMENT ENGG COLLEGES,EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,193,191.5,191,190,179,174.5,176,0,0,0,0,0,0,0
2005,Government College of Technology (Autonomous)  Thadagam Road  Coimbatore District 641013,COIMBATORE,GOVERNMENT ENGG COLLEGES,IB,INDUSTRIAL BIO TECHNOLOGY,184.5,178.5,171,175,165.5,156,168,0,0,0,0,0,0,0
2005,Government College of Technology (Autonomous)  Thadagam Road  Coimbatore District 641013,COIMBATORE,GOVERNMENT ENGG COLLEGES,IT,INFORMATION TECHNOLOGY,196.333333333333,195.5,194.5,195.5,190,182.5,182.5,0,0,0,0,0,0,0
2005,Government College of Technology (Autonomous)  Thadagam Road  Coimbatore District 641013,COIMBATORE,GOVERNMENT ENGG COLLEGES,ME,MECHANICAL ENGINEERING,190,187,186,185.25,175.5,173,181.5,0,0,0,0,0,0,0
2005,Government College of Technology (Autonomous)  Thadagam Road  Coimbatore District 641013,COIMBATORE,GOVERNMENT ENGG COLLEGES,PR,PRODUCTION ENGINEERING,184,180.5,180.5,178.5,167.5,153.5,,0,0,0,0,0,0,0
2369,Government College of Engineering  Chettikkarai Post  Dharmapuri District 635704,DHARMAPURI,GOVERNMENT ENGG COLLEGES,CE,CIVIL  ENGINEERING,166.5,153.5,133.5,158,147.5,143.5,148,0,0,0,0,0,0,0
2369,Government College of Engineering  Chettikkarai Post  Dharmapuri District 635704,DHARMAPURI,GOVERNMENT ENGG COLLEGES,CS,COMPUTER SCIENCE AND ENGINEERING,183.5,179,168.5,179,172,178,,0,0,0,0,0,0,0
2369,Government College of Engineering  Chettikkarai Post  Dharmapuri District 635704,DHARMAPURI,GOVERNMENT ENGG COLLEGES,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,179,174,165,175.5,162.5,164,,0,0,0,0,0,0,0
2369,Government College of Engineering  Chettikkarai Post  Dharmapuri District 635704,DHARMAPURI,GOVERNMENT ENGG COLLEGES,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,173.5,168,160.5,168,151.5,156,153.5,0,0,0,0,0,0,0
2369,Government College of Engineering  Chettikkarai Post  Dharmapuri District 635704,DHARMAPURI,GOVERNMENT ENGG COLLEGES,IT,INFORMATION TECHNOLOGY,181,176.5,169,174,167.5,150.5,,0,0,0,0,0,0,0
2369,Government College of Engineering  Chettikkarai Post  Dharmapuri District 635704,DHARMAPURI,GOVERNMENT ENGG COLLEGES,ME,MECHANICAL ENGINEERING,161,152.5,146,157,144.5,144,,0,0,0,0,0,0,0
2603,Government College of Engineering (Autonomous)  Bargur  Krishnagiri District 635104,KRISHNAGIRI,GOVERNMENT ENGG COLLEGES,CS,COMPUTER SCIENCE AND ENGINEERING,191,187,185.5,189,178,155,157,0,0,0,0,0,0,0
2603,Government College of Engineering (Autonomous)  Bargur  Krishnagiri District 635104,KRISHNAGIRI,GOVERNMENT ENGG COLLEGES,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,187.5,183.5,179,184.5,169,152.5,,0,0,0,0,0,0,0
2603,Government College of Engineering (Autonomous)  Bargur  Krishnagiri District 635104,KRISHNAGIRI,GOVERNMENT ENGG COLLEGES,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,180.5,175,168,179,161.5,153.5,,0,0,0,0,0,0,0
2603,Government College of Engineering (Autonomous)  Bargur  Krishnagiri District 635104,KRISHNAGIRI,GOVERNMENT ENGG COLLEGES,ME,MECHANICAL ENGINEERING,175.5,168,173.5,169.5,154,163,144,0,0,0,0,0,0,0
2603,Government College of Engineering (Autonomous)  Bargur  Krishnagiri District 635104,KRISHNAGIRI,GOVERNMENT ENGG COLLEGES,SC,Computer Science and Engineering (Cyber Security),187,181.5,183,184,172.5,177.5,135,0,0,0,0,0,0,0
2615,Government College of Engineering (Autonomous)  Karuppur  Salem District 636011,SALEM,GOVERNMENT ENGG COLLEGES,AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),194,192.5,192,190.5,181,181,,0,0,0,0,0,0,0
2615,Government College of Engineering (Autonomous)  Karuppur  Salem District 636011,SALEM,GOVERNMENT ENGG COLLEGES,CE,CIVIL  ENGINEERING,181,177,171.5,174.5,167,157.5,175.5,0,0,0,0,0,0,0
2615,Government College of Engineering (Autonomous)  Karuppur  Salem District 636011,SALEM,GOVERNMENT ENGG COLLEGES,CS,COMPUTER SCIENCE AND ENGINEERING,195,194,193,194,184,180.5,,0,0,0,0,0,0,0
2615,Government College of Engineering (Autonomous)  Karuppur  Salem District 636011,SALEM,GOVERNMENT ENGG COLLEGES,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,194.5,193,191,192,182.5,174.5,,0,0,0,0,0,0,0
2615,Government College of Engineering (Autonomous)  Karuppur  Salem District 636011,SALEM,GOVERNMENT ENGG COLLEGES,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,192,190.5,190.5,189,180.5,175,172.5,0,0,0,0,0,0,0
2615,Government College of Engineering (Autonomous)  Karuppur  Salem District 636011,SALEM,GOVERNMENT ENGG COLLEGES,ME,MECHANICAL ENGINEERING,184.5,180.5,178,176,168,153.5,155.5,0,0,0,0,0,0,0
2615,Government College of Engineering (Autonomous)  Karuppur  Salem District 636011,SALEM,GOVERNMENT ENGG COLLEGES,MT,METALLURGICAL ENGINEERING,182.5,180,172,177,160,158.5,135.5,0,0,0,0,0,0,0
2709,Government College of Engineering (Formerly Institute of Road and Transport Technology)  Vasavi College Post  Erode District 638316,ERODE,GOVERNMENT ENGG COLLEGES,AU,AUTOMOBILE ENGINEERING,172.5,164,161.5,164.5,144.5,145,,0,0,0,0,0,0,0
2709,Government College of Engineering (Formerly Institute of Road and Transport Technology)  Vasavi College Post  Erode District 638316,ERODE,GOVERNMENT ENGG COLLEGES,CE,CIVIL  ENGINEERING,176.5,169,,173.5,169,167.5,,0,0,0,0,0,0,0
2709,Government College of Engineering (Formerly Institute of Road and Transport Technology)  Vasavi College Post  Erode District 638316,ERODE,GOVERNMENT ENGG COLLEGES,CF,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),188,184,185.5,185,170,168.5,,0,0,0,0,0,0,0
2709,Government College of Engineering (Formerly Institute of Road and Transport Technology)  Vasavi College Post  Erode District 638316,ERODE,GOVERNMENT ENGG COLLEGES,CS,COMPUTER SCIENCE AND ENGINEERING,191.5,187.5,191,188.5,180,174,,0,0,0,0,0,0,0
2709,Government College of Engineering (Formerly Institute of Road and Transport Technology)  Vasavi College Post  Erode District 638316,ERODE,GOVERNMENT ENGG COLLEGES,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,189.5,186,184,187.5,173,166,153.5,0,0,0,0,0,0,0
2709,Government College of Engineering (Formerly Institute of Road and Transport Technology)  Vasavi College Post  Erode District 638316,ERODE,GOVERNMENT ENGG COLLEGES,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,182.5,179.5,173.5,180,165.5,163.5,172,0,0,0,0,0,0,0
2709,Government College of Engineering (Formerly Institute of Road and Transport Technology)  Vasavi College Post  Erode District 638316,ERODE,GOVERNMENT ENGG COLLEGES,IT,INFORMATION TECHNOLOGY,186.5,183.5,183.5,184.5,177.5,161,159,0,0,0,0,0,0,0
2709,Government College of Engineering (Formerly Institute of Road and Transport Technology)  Vasavi College Post  Erode District 638316,ERODE,GOVERNMENT ENGG COLLEGES,ME,MECHANICAL ENGINEERING,175.5,169,172,170,156.5,,,0,0,0,0,0,0,0
3464,Government College of Engineering  Gandarvakottai Road  Sengipatti  Thanjavur District 613402,THANJAVUR,GOVERNMENT ENGG COLLEGES,CE,CIVIL  ENGINEERING,167.5,154,145.5,153.5,145,127.5,152,0,0,0,0,0,0,0
3464,Government College of Engineering  Gandarvakottai Road  Sengipatti  Thanjavur District 613402,THANJAVUR,GOVERNMENT ENGG COLLEGES,CS,COMPUTER SCIENCE AND ENGINEERING,182.5,179,176,177.5,167,159,148,0,0,0,0,0,0,0
3464,Government College of Engineering  Gandarvakottai Road  Sengipatti  Thanjavur District 613402,THANJAVUR,GOVERNMENT ENGG COLLEGES,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,179,174.5,165,173.5,163,133,,0,0,0,0,0,0,0
3464,Government College of Engineering  Gandarvakottai Road  Sengipatti  Thanjavur District 613402,THANJAVUR,GOVERNMENT ENGG COLLEGES,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,174,168.5,162,167,150.5,155,,0,0,0,0,0,0,0
3464,Government College of Engineering  Gandarvakottai Road  Sengipatti  Thanjavur District 613402,THANJAVUR,GOVERNMENT ENGG COLLEGES,ME,MECHANICAL ENGINEERING,163,152.5,154.5,154,141,128.5,,0,0,0,0,0,0,0
3464,Government College of Engineering  Gandarvakottai Road  Sengipatti  Thanjavur District 613402,THANJAVUR,GOVERNMENT ENGG COLLEGES,RM,ROBOTICS AND AUTOMATION,172,164,163.5,163,146,138,126,0,0,0,0,0,0,0
3465,Government College of Engineering  Srirangam  Sethurappatti  Tiruchirappalli District 620012,TIRUCHIRAPALLI,GOVERNMENT ENGG COLLEGES,CE,CIVIL  ENGINEERING,171,160,158.5,160,154.5,133.5,,0,0,0,0,0,0,0
3465,Government College of Engineering  Srirangam  Sethurappatti  Tiruchirappalli District 620012,TIRUCHIRAPALLI,GOVERNMENT ENGG COLLEGES,CS,COMPUTER SCIENCE AND ENGINEERING,188,183,179.5,182.5,176,160.5,148,0,0,0,0,0,0,0
3465,Government College of Engineering  Srirangam  Sethurappatti  Tiruchirappalli District 620012,TIRUCHIRAPALLI,GOVERNMENT ENGG COLLEGES,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,185.5,180,174,179.5,169,156,166.5,0,0,0,0,0,0,0
3465,Government College of Engineering  Srirangam  Sethurappatti  Tiruchirappalli District 620012,TIRUCHIRAPALLI,GOVERNMENT ENGG COLLEGES,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,178.5,173.5,166,173,159,150.5,,0,0,0,0,0,0,0
3465,Government College of Engineering  Srirangam  Sethurappatti  Tiruchirappalli District 620012,TIRUCHIRAPALLI,GOVERNMENT ENGG COLLEGES,ME,MECHANICAL ENGINEERING,170,161,169,160.5,146.5,135,153,0,0,0,0,0,0,0
3465,Government College of Engineering  Srirangam  Sethurappatti  Tiruchirappalli District 620012,TIRUCHIRAPALLI,GOVERNMENT ENGG COLLEGES,MZ,Mechatronics Engineering,172.5,163.5,162,157.5,143.5,147.5,,0,0,0,0,0,0,0
4974,Government College of Engineering  Tirunelveli District 627007,TIRUNELVELI,GOVERNMENT ENGG COLLEGES,CE,CIVIL  ENGINEERING,177,172,171,171,155.5,142,101,0,0,0,0,0,0,0
4974,Government College of Engineering  Tirunelveli District 627007,TIRUNELVELI,GOVERNMENT ENGG COLLEGES,CS,COMPUTER SCIENCE AND ENGINEERING,193,190.5,191,189,181.5,,165,0,0,0,0,0,0,0
4974,Government College of Engineering  Tirunelveli District 627007,TIRUNELVELI,GOVERNMENT ENGG COLLEGES,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,190,188,188.5,184.5,178,152.5,167.5,0,0,0,0,0,0,0
4974,Government College of Engineering  Tirunelveli District 627007,TIRUNELVELI,GOVERNMENT ENGG COLLEGES,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,187.5,183.5,186,180.5,171.5,140,162.5,0,0,0,0,0,0,0
4974,Government College of Engineering  Tirunelveli District 627007,TIRUNELVELI,GOVERNMENT ENGG COLLEGES,EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,184,179,182,175.5,157,147.5,,0,0,0,0,0,0,0
4974,Government College of Engineering  Tirunelveli District 627007,TIRUNELVELI,GOVERNMENT ENGG COLLEGES,IB,INDUSTRIAL BIO TECHNOLOGY,175.5,166.5,164,166,156,122.5,,0,0,0,0,0,0,0
4974,Government College of Engineering  Tirunelveli District 627007,TIRUNELVELI,GOVERNMENT ENGG COLLEGES,ME,MECHANICAL ENGINEERING,176.5,169.5,172,165,156,118.5,103.5,0,0,0,0,0,0,0
5009,Government College of Engineering  Melachokkanathapuram  Bodinayakkanur  Theni District 625582,THENI,GOVERNMENT ENGG COLLEGES,CE,CIVIL  ENGINEERING,165.5,149.5,160,151,141,135.5,,0,0,0,0,0,0,0
5009,Government College of Engineering  Melachokkanathapuram  Bodinayakkanur  Theni District 625582,THENI,GOVERNMENT ENGG COLLEGES,CF,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),178,173,174.5,171,160,152,128,0,0,0,0,0,0,0
5009,Government College of Engineering  Melachokkanathapuram  Bodinayakkanur  Theni District 625582,THENI,GOVERNMENT ENGG COLLEGES,CS,COMPUTER SCIENCE AND ENGINEERING,181,175.5,180.5,173.5,165.5,,144.5,0,0,0,0,0,0,0
5009,Government College of Engineering  Melachokkanathapuram  Bodinayakkanur  Theni District 625582,THENI,GOVERNMENT ENGG COLLEGES,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,177,173,171,170.5,161,141.5,105.5,0,0,0,0,0,0,0
5009,Government College of Engineering  Melachokkanathapuram  Bodinayakkanur  Theni District 625582,THENI,GOVERNMENT ENGG COLLEGES,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,168,164,165,164,155,133,,0,0,0,0,0,0,0
5009,Government College of Engineering  Melachokkanathapuram  Bodinayakkanur  Theni District 625582,THENI,GOVERNMENT ENGG COLLEGES,ME,MECHANICAL ENGINEERING,158.5,150,154,151,140,,,0,0,0,0,0,0,0
5901,Alagappa Chettair Government College of Engineering and Technology (Autonomous)  Karaikudi  Sivagangai District 630004,SIVAGANGAI,GOVERNMENT ENGG COLLEGES,CE,CIVIL  ENGINEERING,183.5,180,170,176.5,169.5,161.5,165.5,0,0,0,0,0,0,0
5901,Alagappa Chettair Government College of Engineering and Technology (Autonomous)  Karaikudi  Sivagangai District 630004,SIVAGANGAI,GOVERNMENT ENGG COLLEGES,CS,COMPUTER SCIENCE AND ENGINEERING,194,192.5,191.5,192.5,182.5,177,147.5,0,0,0,0,0,0,0
5901,Alagappa Chettair Government College of Engineering and Technology (Autonomous)  Karaikudi  Sivagangai District 630004,SIVAGANGAI,GOVERNMENT ENGG COLLEGES,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,192.5,190.5,190.5,190.5,180,176,183.5,0,0,0,0,0,0,0
